ds,Weekly_Sales,yhat,dept
2012-10-12,2639847.8799999994,2861489.7523813285,38
2012-10-19,2648561.319999999,2768919.7323119617,38
2012-10-26,2610575.619999999,2760301.6566579435,38
2012-01-06,984577.8099999997,864997.6300822408,79
2012-01-13,904537.3200000001,893829.8189552852,79
2012-01-20,935582.1499999999,897524.8708570452,79
2012-01-27,885848.3700000002,923341.0294874205,79
2012-02-03,1105531.3800000004,1040063.1594931931,79
2012-02-10,1127513.9200000004,1106796.1355944616,79
2012-02-17,1043813.7199999999,1044955.6220395908,79
2012-02-24,1049674.96,1023075.8238646716,79
2012-03-02,1165490.48,1098717.3985089555,79
2012-03-09,1091761.7,1092742.1042561182,79
2012-03-16,1001571.0899999999,977144.4317370268,79
2012-03-23,953269.89,939612.1584158993,79
2012-03-30,942583.4899999999,1011886.5256925314,79
2012-04-06,1122028.7099999997,1038491.5106438778,79
2012-04-13,953294.7900000002,978974.1322494585,79
2012-04-20,963260.41,934426.7656604706,79
2012-04-27,926494.5800000001,953369.3587383598,79
2012-05-04,1070255.9200000002,989185.9365276269,79
2012-05-11,969987.4600000002,980618.8858209715,79
2012-05-18,943812.2299999999,933056.1980606877,79
2012-05-25,960724.1500000001,932907.6417348542,79
2012-06-01,1004659.4099999999,1005702.6224787917,79
2012-06-08,1077723.9800000002,1033479.1338395718,79
2012-06-15,983471.7000000002,964146.0775874159,79
2012-06-22,942719.9300000003,934876.4354606927,79
2012-06-29,962034.39,1012370.8425135391,79
2012-07-06,1113927.97,1056363.701162209,79
2012-07-13,981483.89,993405.408001783,79
2012-07-20,958619.9800000001,943450.379233484,79
2012-07-27,915788.8499999997,979449.264638586,79
2012-08-03,1072025.9100000001,1025864.1461203636,79
2012-08-10,988218.1700000002,1019369.5344475633,79
2012-08-17,962322.9800000001,979456.3921793594,79
2012-08-24,952162.2299999997,957348.6967109337,79
2012-08-31,946700.65,986263.8786429464,79
2012-09-07,1082494.26,1013910.7081497271,79
2012-09-14,936640.1199999999,957804.612492345,79
2012-09-21,916992.53,886083.6408463677,79
2012-09-28,902689.6200000002,929911.0778917865,79
2012-10-05,1068047.85,1009931.4575751806,79
2012-10-12,939007.1100000001,967082.8299886351,79
2012-10-19,918291.0399999997,884055.4039776747,79
2012-10-26,907124.7499999999,913965.6679392334,79
2012-01-06,54599.57,51579.99773636982,37
2012-01-13,50986.42,52541.041868501634,37
2012-01-20,51568.479999999996,53951.97877212286,37
2012-01-27,48553.55,53416.946313603876,37
2012-02-03,54175.03999999999,54573.04544930028,37
2012-02-10,60196.08,59232.95036859536,37
2012-02-17,59783.00000000001,61865.565366348965,37
2012-02-24,58145.689999999995,59705.227486562304,37
2012-03-02,62147.600000000006,57905.08428737513,37
2012-03-09,59013.18000000001,58688.71750806384,37
2012-03-16,57572.57,57654.48677279072,37
2012-03-23,53510.070000000014,54371.866765973034,37
2012-03-30,54968.759999999995,53600.51403087752,37
2012-04-06,56725.68,55092.99400136253,37
2012-04-13,49830.62,54606.49092343882,37
2012-04-20,54681.579999999994,53015.98507411659,37
2012-04-27,53034.09999999999,53403.35140029311,37
2012-05-04,52349.689999999995,53753.73778315415,37
2012-05-11,53961.37999999999,51815.90760797895,37
2012-05-18,53057.02,50828.3966905089,37
2012-05-25,57644.22,53174.13097068519,37
2012-06-01,56175.439999999995,55508.15432135148,37
2012-06-08,54953.79,55333.238183712514,37
2012-06-15,54301.03999999999,55168.3434900878,37
2012-06-22,55566.61,56702.202516338075,37
2012-06-29,57183.05,57500.66953463158,37
2012-07-06,57277.5,56007.421666172806,37
2012-07-13,53330.92,54343.894324626206,37
2012-07-20,53004.289999999986,54372.475708926795,37
2012-07-27,55897.18,55112.12454961177,37
2012-08-03,54563.759999999995,55268.64465300679,37
2012-08-10,54253.86,55171.28226723862,37
2012-08-17,52582.77999999999,55317.28328746264,37
2012-08-24,50605.380000000005,55440.88827326367,37
2012-08-31,50622.09999999999,55428.496189093006,37
2012-09-07,50016.86,55156.1386627322,37
2012-09-14,49596.990000000005,54071.65452252727,37
2012-09-21,54235.64000000001,52991.47972829997,37
2012-09-28,55999.38,54152.3707638132,37
2012-10-05,58392.69,57042.1805419628,37
2012-10-12,57846.01000000001,58033.35869083871,37
2012-10-19,57658.450000000004,56840.01229348037,37
2012-10-26,55677.22999999999,57649.58987125403,37
2012-01-06,432958.8499999999,388720.2725501021,17
2012-01-13,408124.22000000003,378779.9311468305,17
2012-01-20,416205.6,418625.69698254747,17
2012-01-27,369527.83,378672.99412523094,17
2012-02-03,429851.79999999993,423611.37554904894,17
2012-02-10,492359.92000000004,488673.66034956096,17
2012-02-17,491612.7700000002,484130.7463377483,17
2012-02-24,500769.4900000001,472618.62483808503,17
2012-03-02,483930.24000000005,509265.26969867904,17
2012-03-09,477230.83999999997,455976.3294661861,17
2012-03-16,451544.7399999999,464098.3779294108,17
2012-03-23,413983.76999999996,446222.79459914553,17
2012-03-30,400171.44000000006,408226.23396674317,17
2012-04-06,441532.15,427286.3692725523,17
2012-04-13,378569.83999999997,371199.11158733774,17
2012-04-20,375798.1800000001,428782.44042079465,17
2012-04-27,383886.75000000006,354909.9262276854,17
2012-05-04,405891.16,446789.5477498495,17
2012-05-11,415948.3899999999,413604.12886249134,17
2012-05-18,428274.4999999999,410915.15118969115,17
2012-05-25,384493.5599999999,370271.5977692125,17
2012-06-01,392401.55000000005,397387.49005607044,17
2012-06-08,426235.73000000004,391191.5489911322,17
2012-06-15,396020.25000000006,391607.36629315163,17
2012-06-22,388197.3600000001,397170.9723745716,17
2012-06-29,380868.4200000001,384465.4526960162,17
2012-07-06,402147.17000000004,412939.06912858406,17
2012-07-13,384733.58000000013,379815.6644605977,17
2012-07-20,412878.0899999999,418155.17263110983,17
2012-07-27,395158.58000000013,393801.37052123534,17
2012-08-03,425107.78999999986,435348.2507869376,17
2012-08-10,431507.61,440282.0906790477,17
2012-08-17,460897.94000000006,440877.9695096477,17
2012-08-24,477473.1300000001,527380.5315941235,17
2012-08-31,450884.43999999994,450012.5643169178,17
2012-09-07,466850.2700000001,482201.9379035881,17
2012-09-14,421446.82999999996,420067.4947144672,17
2012-09-21,430022.50000000006,448664.308260044,17
2012-09-28,418309.34,419759.52352981886,17
2012-10-05,460955.2799999999,460379.2793311036,17
2012-10-12,451740.97,445456.26723032806,17
2012-10-19,440121.86000000004,427310.7582973035,17
2012-10-26,438483.4799999999,424397.2145619731,17
2012-01-06,1326346.71,1212611.1270969938,8
2012-01-13,1289438.3799999994,1261777.0735951012,8
2012-01-20,1320067.5300000003,1324560.5306631231,8
2012-01-27,1251658.2000000002,1326962.6490058734,8
2012-02-03,1417157.72,1373652.3785262282,8
2012-02-10,1403521.21,1411072.5748235285,8
2012-02-17,1364216.2200000002,1353342.0042672982,8
2012-02-24,1393394.1099999996,1321299.0897493819,8
2012-03-02,1419253.8600000003,1375829.1867045315,8
2012-03-09,1405097.5299999998,1372301.0864364717,8
2012-03-16,1355110.97,1292115.2838378686,8
2012-03-23,1334346.88,1286574.4098937511,8
2012-03-30,1353982.58,1344506.8120604807,8
2012-04-06,1471928.71,1337043.6946678332,8
2012-04-13,1307035.8400000003,1295540.999784992,8
2012-04-20,1362547.5699999998,1307284.1203767424,8
2012-04-27,1334521.0699999998,1329964.1796123493,8
2012-05-04,1425862.0599999998,1319264.7774329293,8
2012-05-11,1345827.7600000005,1312615.2710201072,8
2012-05-18,1341225.0299999998,1320281.1827079793,8
2012-05-25,1381108.61,1328182.2460050154,8
2012-06-01,1365628.9399999997,1347702.094540263,8
2012-06-08,1420830.13,1354675.0618070248,8
2012-06-15,1364355.26,1323759.6315608763,8
2012-06-22,1327482.5699999998,1313981.6728152784,8
2012-06-29,1366030.9900000002,1349837.9210273786,8
2012-07-06,1417069.7100000007,1346127.632561911,8
2012-07-13,1339914.4399999997,1290534.9823047514,8
2012-07-20,1344286.8999999994,1283028.80150588,8
2012-07-27,1332595.1499999994,1327170.4167575752,8
2012-08-03,1429988.4200000002,1333813.6910394835,8
2012-08-10,1355065.2499999998,1304940.6923619276,8
2012-08-17,1340867.2799999998,1293656.868085258,8
2012-08-24,1337941.17,1295525.8869393277,8
2012-08-31,1379184.0900000008,1308452.6323392512,8
2012-09-07,1395911.2199999993,1333673.1690049071,8
2012-09-14,1357089.21,1321543.6583248624,8
2012-09-21,1355012.29,1284702.4306570408,8
2012-09-28,1353133.8299999998,1315481.6454340883,8
2012-10-05,1462807.0500000003,1377311.2915465538,8
2012-10-12,1412633.21,1351304.4725753374,8
2012-10-19,1395014.7900000003,1300808.120542178,8
2012-10-26,1419593.31,1348438.5806489533,8
2012-01-06,734989.76,699869.0439857715,10
2012-01-13,682862.8,706464.4075555897,10
2012-01-20,722813.76,750910.5403183718,10
2012-01-27,662866.8500000003,749983.3008383694,10
2012-02-03,718104.73,772984.4140543994,10
2012-02-10,788909.0400000002,827479.2639442801,10
2012-02-17,819120.9,831296.9710271723,10
2012-02-24,806079.4100000003,793229.2567458475,10
2012-03-02,817563.05,787332.7538657526,10
2012-03-09,818055.8800000001,809304.7788876767,10
2012-03-16,855478.17,812669.7158758414,10
2012-03-23,853658.8300000001,801888.1359146347,10
2012-03-30,847394.76,802877.453401112,10
2012-04-06,881009.92,813166.2644653766,10
2012-04-13,776273.7100000001,816757.7347766918,10
2012-04-20,822745.75,810848.8073123244,10
2012-04-27,812491.5800000002,807259.6774542093,10
2012-05-04,830655.36,808457.173680505,10
2012-05-11,822605.5499999999,802099.0430542554,10
2012-05-18,818865.7600000001,805366.7321877704,10
2012-05-25,917146.9700000001,855143.7331619146,10
2012-06-01,908410.7100000002,916927.259769127,10
2012-06-08,875443.5899999999,915638.4061798657,10
2012-06-15,883821.8800000001,881580.6411982463,10
2012-06-22,917796.98,904522.5753988894,10
2012-06-29,930361.31,954648.884379912,10
2012-07-06,995884.0199999999,942594.3331147163,10
2012-07-13,886873.9500000001,897355.3194943968,10
2012-07-20,867566.0300000003,892732.2198836757,10
2012-07-27,871295.9600000002,905982.398257519,10
2012-08-03,885342.17,898975.2757894248,10
2012-08-10,866521.18,892296.3751810191,10
2012-08-17,844173.4799999999,886380.4082268545,10
2012-08-24,836283.8699999999,869708.9477369167,10
2012-08-31,846232.84,876179.438397439,10
2012-09-07,840462.0699999998,893233.1702191294,10
2012-09-14,800324.5599999999,850706.9181740409,10
2012-09-21,782355.09,790368.447987607,10
2012-09-28,800098.4999999995,817613.1089137188,10
2012-10-05,844521.53,876580.4507860163,10
2012-10-12,836460.6799999998,856905.5097169456,10
2012-10-19,814668.87,829222.9717997661,10
2012-10-26,845480.9199999999,880605.075151702,10
2012-01-06,109148.75999999998,97267.77911529657,30
2012-01-13,103487.8,91288.8425182392,30
2012-01-20,107269.73999999999,101098.92453914636,30
2012-01-27,99382.26000000002,110795.89448816089,30
2012-02-03,131789.47999999998,129098.55055790316,30
2012-02-10,161360.11000000007,154844.23937058938,30
2012-02-17,149973.37,164732.51297956333,30
2012-02-24,148607.15000000002,155549.78826291003,30
2012-03-02,152588.60999999996,149375.90536348647,30
2012-03-09,155347.66999999998,152560.39667387854,30
2012-03-16,164863.57,152335.48598769493,30
2012-03-23,164036.06000000003,148136.2660092041,30
2012-03-30,152248.16,150401.9917397925,30
2012-04-06,163182.69999999998,156784.25785912864,30
2012-04-13,152207.34999999998,156496.05704055115,30
2012-04-20,158317.56000000003,151200.9774227665,30
2012-04-27,144420.59999999995,151829.22893674928,30
2012-05-04,157027.18,158273.4829314153,30
2012-05-11,154388.14999999997,159601.17192532434,30
2012-05-18,159124.02,155844.20537712588,30
2012-05-25,163367.73000000007,159931.07486956567,30
2012-06-01,160612.95999999996,171388.6836813618,30
2012-06-08,167145.22999999995,172874.23731386405,30
2012-06-15,163063.88999999998,162396.75245016514,30
2012-06-22,162680.34,158445.8652116693,30
2012-06-29,162178.54,164749.2208634032,30
2012-07-06,167468.39000000004,165504.04801641425,30
2012-07-13,157183.21,158858.8344956461,30
2012-07-20,160410.0,157476.91314956642,30
2012-07-27,152163.02999999997,160537.43523735375,30
2012-08-03,157586.55000000005,159979.9054885924,30
2012-08-10,160406.62,160041.6854992191,30
2012-08-17,159921.21999999997,163005.7680835333,30
2012-08-24,159204.94,158734.56312873313,30
2012-08-31,148475.84,145217.1732325859,30
2012-09-07,141734.57000000004,132329.07013468535,30
2012-09-14,119952.42000000003,122642.87733425882,30
2012-09-21,117752.95000000001,114796.37403741351,30
2012-09-28,110208.63000000002,113685.28774803583,30
2012-10-05,118196.73,117121.10270094934,30
2012-10-12,113899.51000000001,115626.59522089652,30
2012-10-19,115998.03000000001,112631.45899645732,30
2012-10-26,126613.56999999998,114789.5386169838,30
2012-01-06,789062.1999999997,672122.9225538566,74
2012-01-13,623881.1000000001,639443.2174254562,74
2012-01-20,581264.0899999999,579164.6762467572,74
2012-01-27,516511.04000000015,526007.435143318,74
2012-02-03,605897.0900000003,555525.1691855701,74
2012-02-10,666327.1299999999,607550.2484713534,74
2012-02-17,643478.2199999999,612013.3355844098,74
2012-02-24,678490.3000000002,620511.9864146224,74
2012-03-02,673572.55,647880.3316779097,74
2012-03-09,630079.9,626153.940659221,74
2012-03-16,609787.5099999999,570248.5290589675,74
2012-03-23,582424.4400000001,552022.1372571476,74
2012-03-30,575287.7000000001,559904.9515112393,74
2012-04-06,606416.5000000002,557970.0708902498,74
2012-04-13,550157.76,558966.9593805375,74
2012-04-20,564799.52,558643.6667295286,74
2012-04-27,554172.7500000002,545154.2825286386,74
2012-05-04,576602.9200000002,549489.9093628483,74
2012-05-11,566314.2899999999,570627.3956350628,74
2012-05-18,556692.4699999999,565539.9033694757,74
2012-05-25,583780.4500000001,557762.9749116005,74
2012-06-01,616006.39,587657.0367940838,74
2012-06-08,626621.3500000003,602884.6709712913,74
2012-06-15,581655.8899999998,569894.8857872946,74
2012-06-22,576404.1500000001,558281.141833879,74
2012-06-29,600477.1799999997,589879.0541575776,74
2012-07-06,653568.8700000003,600579.9910980433,74
2012-07-13,595779.7100000002,592493.393869668,74
2012-07-20,648493.4,612174.2578901072,74
2012-07-27,611923.02,635562.3377942755,74
2012-08-03,689036.1700000002,647273.0570731016,74
2012-08-10,687463.0299999997,687173.3963401314,74
2012-08-17,743791.5599999998,730686.002653592,74
2012-08-24,769063.0399999998,722000.2957153595,74
2012-08-31,666803.5499999999,697538.599570395,74
2012-09-07,713343.4000000001,681679.0373962375,74
2012-09-14,581893.68,617440.2016079827,74
2012-09-21,570261.7199999999,537812.4252680205,74
2012-09-28,546849.9800000001,542654.9684808067,74
2012-10-05,581564.62,575411.6225728883,74
2012-10-12,573152.3200000001,538575.8738420092,74
2012-10-19,537500.0,512032.0249844735,74
2012-10-26,533592.6799999999,548685.6225016122,74
2012-01-06,563102.68,441453.48194262316,96
2012-01-13,431965.2199999999,386832.09252694447,96
2012-01-20,463290.5300000001,445658.010763902,96
2012-01-27,455199.63000000006,472561.4466347662,96
2012-02-03,479868.9899999999,480221.2667592304,96
2012-02-10,520764.80000000016,506803.4798146018,96
2012-02-17,469136.11000000004,500329.8333672816,96
2012-02-24,470530.2600000001,465089.7786455708,96
2012-03-02,467523.2900000001,467955.0011506969,96
2012-03-09,492922.12,493136.93055384915,96
2012-03-16,521066.1500000001,490696.8511987077,96
2012-03-23,484845.04,486970.9904341945,96
2012-03-30,508700.3800000001,508393.91968474054,96
2012-04-06,558352.9500000001,519040.13489757426,96
2012-04-13,542226.4,507450.6113990976,96
2012-04-20,501974.6899999998,509634.36813553533,96
2012-04-27,524597.5599999999,527044.5364074953,96
2012-05-04,547095.3099999999,526630.6716025305,96
2012-05-11,532783.0599999999,513486.9892295832,96
2012-05-18,550607.1200000001,531939.7179589035,96
2012-05-25,634155.3,595112.2774157954,96
2012-06-01,669275.0199999999,645474.489120729,96
2012-06-08,580222.28,621250.2051503357,96
2012-06-15,607520.0399999999,565346.3940433312,96
2012-06-22,622227.0600000002,582842.8607279104,96
2012-06-29,629607.3800000001,666208.0235371338,96
2012-07-06,778048.8300000001,695378.1694326887,96
2012-07-13,574393.4900000001,637926.9566030995,96
2012-07-20,598037.3899999999,587830.0778687297,96
2012-07-27,583478.07,593343.2143647642,96
2012-08-03,594944.4699999999,606757.943862471,96
2012-08-10,573198.5500000002,593984.4097435892,96
2012-08-17,573274.3899999999,570253.4308803745,96
2012-08-24,544181.37,560411.3902496976,96
2012-08-31,587577.3699999999,577758.4788436609,96
2012-09-07,607242.55,594625.0031088062,96
2012-09-14,517274.18,565677.7614589861,96
2012-09-21,533706.8699999999,522185.8792769342,96
2012-09-28,522692.35,530617.129759265,96
2012-10-05,535925.15,554860.6578545915,96
2012-10-12,523044.50999999995,533279.6476546769,96
2012-10-19,534124.0999999999,521421.9229929819,96
2012-10-26,554038.58,554922.8113448252,96
2012-01-06,285543.1,257648.40668239188,25
2012-01-13,262090.51999999996,266079.09117299615,25
2012-01-20,283591.70000000007,307452.06299147225,25
2012-01-27,288273.03999999986,281329.2435481693,25
2012-02-03,311525.1,297105.91040916427,25
2012-02-10,356268.5399999999,366385.59368595923,25
2012-02-17,363183.76999999996,370695.22164299124,25
2012-02-24,366409.42,330200.4767326853,25
2012-03-02,353549.8300000001,345685.04658185167,25
2012-03-09,384751.82999999996,384360.13306638715,25
2012-03-16,449975.66,382402.4985445895,25
2012-03-23,482402.2300000002,383198.4198816625,25
2012-03-30,432297.84,417315.1364968899,25
2012-04-06,492240.7600000001,435645.1548914135,25
2012-04-13,431892.3100000001,422957.5337605164,25
2012-04-20,409105.48999999993,416559.2242781747,25
2012-04-27,402417.95000000007,422409.54655116884,25
2012-05-04,409772.59,420306.8919243578,25
2012-05-11,412339.8400000001,410396.1549602797,25
2012-05-18,422066.19,409557.4460617876,25
2012-05-25,447719.96,432605.1581857596,25
2012-06-01,456796.79000000015,464427.7259349694,25
2012-06-08,444647.62,460571.6454399481,25
2012-06-15,421016.30999999994,422621.10280971375,25
2012-06-22,424164.0400000001,408217.80099175835,25
2012-06-29,403947.2100000001,419135.07486149546,25
2012-07-06,415064.57,398944.3394344849,25
2012-07-13,348849.61000000004,358908.03922680375,25
2012-07-20,357239.32000000007,352940.7011231348,25
2012-07-27,331617.51,362036.98719784856,25
2012-08-03,356755.6899999998,354390.2688682102,25
2012-08-10,354929.4000000001,363713.02838326036,25
2012-08-17,379805.7100000001,394948.5777669943,25
2012-08-24,401011.2399999999,398604.6699900656,25
2012-08-31,407835.51999999996,381326.6704350872,25
2012-09-07,375612.8299999999,376907.73976053635,25
2012-09-14,346333.2500000002,359065.93503244943,25
2012-09-21,351571.7100000001,330030.1405979512,25
2012-09-28,352419.6,350306.9989613078,25
2012-10-05,397498.32000000007,393134.23751771863,25
2012-10-12,398033.0799999999,385015.8230076489,25
2012-10-19,382201.97,377563.2802334974,25
2012-10-26,407239.79000000004,428739.13658849796,25
2012-01-06,214888.31000000006,185116.61151098466,20
2012-01-13,190909.76,187541.05535376625,20
2012-01-20,191945.75,171718.82774909554,20
2012-01-27,178320.68,179671.2000912499,20
2012-02-03,223230.47999999995,209315.21342405834,20
2012-02-10,252309.09999999995,235110.23999429963,20
2012-02-17,225183.01,226855.90120261651,20
2012-02-24,243240.34,242753.95938997573,20
2012-03-02,255454.45999999993,235512.97993121797,20
2012-03-09,253660.49000000005,244948.47050742348,20
2012-03-16,242480.91999999998,236419.26404906876,20
2012-03-23,221510.66999999995,238302.8173930353,20
2012-03-30,220545.62000000002,224681.96220267593,20
2012-04-06,253610.98999999996,240190.15780595818,20
2012-04-13,212144.83999999997,208807.7828133786,20
2012-04-20,221202.62000000002,241103.85951541725,20
2012-04-27,209221.67999999996,205908.7745267849,20
2012-05-04,228736.27000000002,240420.93138095862,20
2012-05-11,217917.53999999998,222662.36022166078,20
2012-05-18,222193.82,236053.01821150395,20
2012-05-25,245709.24000000002,248449.8697639605,20
2012-06-01,272344.25999999995,292887.5414079685,20
2012-06-08,275220.51999999996,278701.4018790015,20
2012-06-15,254053.73,265421.2683159855,20
2012-06-22,255462.14,265211.4196026046,20
2012-06-29,267446.84,297954.4299546784,20
2012-07-06,303025.24999999994,291673.6006227951,20
2012-07-13,249127.20999999996,259165.38754883246,20
2012-07-20,259251.28999999995,259398.09179029686,20
2012-07-27,245771.62000000002,248881.2998991049,20
2012-08-03,268708.06000000006,275674.792427358,20
2012-08-10,259030.11000000002,261168.13872027924,20
2012-08-17,256072.53,259810.81035528716,20
2012-08-24,256256.03999999992,256957.6659912718,20
2012-08-31,243075.04,244040.48830748873,20
2012-09-07,258235.7,250292.66400421644,20
2012-09-14,207300.77000000002,218254.32060966705,20
2012-09-21,203637.20000000004,204452.8746659085,20
2012-09-28,192441.77000000002,214536.35448579205,20
2012-10-05,219333.55,225704.82080354213,20
2012-10-12,192799.56999999998,215309.70436837018,20
2012-10-19,194638.41,196892.0079067718,20
2012-10-26,182310.62,203845.85918714272,20
2012-01-06,525514.5900000002,502641.1796153397,3
2012-01-13,499755.6599999999,520543.3881564808,3
2012-01-20,524111.10000000003,484985.92871720163,3
2012-01-27,476821.04,494550.03803263337,3
2012-02-03,458572.81999999995,424752.59005219897,3
2012-02-10,455155.94000000006,442371.422979125,3
2012-02-17,429306.3800000002,389448.8623193138,3
2012-02-24,403618.44999999995,400467.6750838782,3
2012-03-02,400441.48,390127.7476450624,3
2012-03-09,403302.68,397261.63272646413,3
2012-03-16,352773.4399999999,344606.3192929054,3
2012-03-23,338477.8599999999,355532.36441092636,3
2012-03-30,350879.95999999985,352972.32817628805,3
2012-04-06,370600.21,378067.5789589347,3
2012-04-13,334182.72,346912.5042489498,3
2012-04-20,351136.99,378913.0257875372,3
2012-04-27,329118.0100000001,333750.3357196541,3
2012-05-04,352636.50999999995,364747.68286146247,3
2012-05-11,345561.51999999996,329814.9697740018,3
2012-05-18,327523.0699999999,342121.5578348263,3
2012-05-25,336248.0600000001,329081.5473546429,3
2012-06-01,319572.31000000006,332800.9019863959,3
2012-06-08,339912.50000000006,319007.3742592304,3
2012-06-15,328550.97,327504.6039171813,3
2012-06-22,309118.72999999986,306770.27052708727,3
2012-06-29,324072.50000000006,324532.1494504059,3
2012-07-06,358718.1199999999,349652.4804288931,3
2012-07-13,589837.4899999999,540300.6476941446,3
2012-07-20,827938.58,713649.3054518673,3
2012-07-27,851286.6400000001,829041.616620921,3
2012-08-03,1104998.6499999997,1049139.388703144,3
2012-08-10,1286478.13,1256895.7372438316,3
2012-08-17,1533531.8699999994,1554112.836049495,3
2012-08-24,1803173.56,1820790.35003388,3
2012-08-31,1645308.7999999996,1335101.943241255,3
2012-09-07,1024883.4299999999,892309.533969703,3
2012-09-14,562621.8699999999,597735.9592537569,3
2012-09-21,409312.0900000001,394562.6427306473,3
2012-09-28,374436.8699999999,387500.6435239916,3
2012-10-05,376950.71,367665.45122363756,3
2012-10-12,350316.41000000003,379846.24956910266,3
2012-10-19,348305.68,342810.91421395756,3
2012-10-26,348032.25000000023,369184.32507556863,3
2012-01-06,669490.2799999999,588882.4899008058,87
2012-01-13,565606.86,538624.1623486683,87
2012-01-20,569116.7999999999,562424.949802575,87
2012-01-27,579636.21,618641.0650597898,87
2012-02-03,788321.0399999997,696990.8138784174,87
2012-02-10,778937.84,731229.5912425483,87
2012-02-17,706723.13,687244.978533957,87
2012-02-24,670264.8899999998,662024.3054230703,87
2012-03-02,778423.17,695787.6262596102,87
2012-03-09,705525.0599999999,683592.9703271328,87
2012-03-16,610741.0100000001,608931.0141661243,87
2012-03-23,593970.8699999999,592398.9565326353,87
2012-03-30,602435.7000000002,643328.4879298577,87
2012-04-06,720541.7800000001,647743.6016621127,87
2012-04-13,603384.4199999997,596672.3300108721,87
2012-04-20,579937.75,580191.3526759606,87
2012-04-27,572705.5900000001,612838.1758158635,87
2012-05-04,683806.4700000001,636585.4770912474,87
2012-05-11,607409.25,622818.0385661739,87
2012-05-18,618075.8700000001,594729.8696507616,87
2012-05-25,631288.4099999999,601391.5808996869,87
2012-06-01,700282.79,652525.3036039848,87
2012-06-08,743005.7200000002,679392.8875471867,87
2012-06-15,659273.3899999998,649144.1818249336,87
2012-06-22,689355.83,643902.9044865574,87
2012-06-29,700101.7799999999,699780.3028844052,87
2012-07-06,782984.87,717608.4524710717,87
2012-07-13,666729.62,662018.5279746043,87
2012-07-20,692763.46,642541.1293869589,87
2012-07-27,667421.07,699058.0898996167,87
2012-08-03,796374.7100000002,734004.6980351373,87
2012-08-10,729626.7299999999,704440.778042996,87
2012-08-17,705426.4199999998,676082.5928249591,87
2012-08-24,683789.8099999999,691425.5236381313,87
2012-08-31,757180.3700000001,723768.248775096,87
2012-09-07,751418.8500000002,723656.6081288175,87
2012-09-14,664330.7199999999,673846.8066558884,87
2012-09-21,676338.0599999999,641817.1167264328,87
2012-09-28,664445.69,695092.4951472266,87
2012-10-05,827493.47,749344.2589569215,87
2012-10-12,684199.0499999998,695102.6638195693,87
2012-10-19,645369.7600000001,628636.6997141766,87
2012-10-26,654964.57,680824.5322707004,87
2012-01-06,1288146.8899999994,1109716.2466929918,94
2012-01-13,1265472.7799999996,1298762.5415965118,94
2012-01-20,1264251.2299999997,1204748.9980222718,94
2012-01-27,1210572.96,1221236.0077751465,94
2012-02-03,1296873.7000000002,1318119.307696916,94
2012-02-10,1312851.5099999998,1325979.9987648597,94
2012-02-17,1660253.2899999998,1570450.2493538086,94
2012-02-24,1227467.4700000002,1391473.8785816808,94
2012-03-02,1243691.0700000003,1271176.7248478457,94
2012-03-09,1311136.7599999998,1406017.529637608,94
2012-03-16,1295734.07,1330306.0452630406,94
2012-03-23,1239299.4299999997,1361383.9480383436,94
2012-03-30,1237300.83,1349503.767648744,94
2012-04-06,1437328.13,1516737.4980287333,94
2012-04-13,1377768.73,1411617.198853833,94
2012-04-20,1304404.56,1454018.070525053,94
2012-04-27,1279188.04,1358143.174864611,94
2012-05-04,1366215.21,1456551.183062911,94
2012-05-11,1474696.03,1709956.637215253,94
2012-05-18,1644332.98,1539730.7317107664,94
2012-05-25,1423303.1199999999,1401097.5539376328,94
2012-06-01,1437647.5400000003,1592770.4746663214,94
2012-06-08,1477474.25,1506683.9189973762,94
2012-06-15,1461443.52,1511804.978411598,94
2012-06-22,1452085.8100000003,1412975.6986879148,94
2012-06-29,1410508.3399999999,1483930.7312168393,94
2012-07-06,1581636.5999999999,1519524.6151882703,94
2012-07-13,1414046.5,1494183.5125781337,94
2012-07-20,1412897.9299999997,1439159.3807123832,94
2012-07-27,1363361.4800000004,1397314.7780472625,94
2012-08-03,1410974.7299999997,1459690.3102673118,94
2012-08-10,1420710.2200000002,1498002.848882106,94
2012-08-17,1371569.89,1400983.2253972108,94
2012-08-24,1280596.48,1395147.5881918594,94
2012-08-31,1301881.4099999997,1342410.7534072446,94
2012-09-07,1377538.2099999997,1403768.023188951,94
2012-09-14,1279435.19,1305527.8116680293,94
2012-09-21,1267755.12,1251839.5709349534,94
2012-09-28,1238757.1099999999,1216715.4935550785,94
2012-10-05,1325812.92,1288992.080584786,94
2012-10-12,1322976.07,1298124.8566206852,94
2012-10-19,1303901.86,1235853.6647044509,94
2012-10-26,1291378.4100000001,1279224.6798455669,94
2012-01-06,137351.55,117083.51554299987,12
2012-01-13,131578.06999999998,119158.4827773221,12
2012-01-20,143682.81000000003,125931.89259217549,12
2012-01-27,143711.62,137068.58637735277,12
2012-02-03,153979.45000000004,143595.1863016105,12
2012-02-10,153809.56999999998,145163.03978696303,12
2012-02-17,154905.43000000002,152765.99313751265,12
2012-02-24,177765.94999999995,165492.1571290123,12
2012-03-02,171255.15,173180.61359234885,12
2012-03-09,180420.04000000004,178607.85859573167,12
2012-03-16,199385.71000000008,187256.57559867966,12
2012-03-23,196620.01000000004,191031.60199733876,12
2012-03-30,194711.91,187267.5744322784,12
